Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,indust4,BigBusnn,deathapp,wronglaw,censor,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,EUVOTWHO
Female,Roman Catholic, No, No,Labour,3,Health,Keep taxes and spending on these services at the same level,Yes,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Very satisfied,Don’t know,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Roman Catholic, No, No,Don’t know,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,3,3,2,2,2,2,4,3,4,1,2,2,British not (English/Scottish/Welsh),Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,Other party ,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,2,3,3,2,4,2,4,4,3,2,3,2,3,3,British not (English/Scottish/Welsh),Quite dissatisfied,to leave things as they are,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,Other Christian,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,4,3,3,1,4,2,3,3,3,1,1,2,1,1,not British,Quite satisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Male,No religion, No,Yes,Conservative,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,1,4,4,3,1,1,1,1,1,1,2,2,2,1,British not (English/Scottish/Welsh),Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Labour,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,3,3,2,3,2,2,2,2,3,2,1,2,1,More (English/Scottish/Welsh) than British,Quite dissatisfied,Don’t know,Yes,I would not vote ,Leave the European Union 
Male,Other Christian,Yes,Item not applicable,Labour,2,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,4,3,1,1,1,3,2,3,1,4,3,2,2,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",No,Neither,4,4,4,2,2,4,3,3,3,3,5,4,3,3,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Roman Catholic, No,Yes,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,4,4,2,2,2,2,1,1,1,1,1,2,1,1,1,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Labour,3,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,More (English/Scottish/Welsh) than British,Very satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Conservative,5,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,3,3,3,3,3,2,1,1,1,1,2,4,2,1,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Labour,4,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,2,2,3,3,2,3,2,3,3,3,3,2,2,2,2,not British,Neither satisfied nor dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England, No,Yes,Labour,3,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,4,3,2,1,4,3,2,3,2,5,2,3,2,3,not British,Quite dissatisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Male,No religion, No, No,,5,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,No,Remain a member of the European Union,"skip, didnt return SC questionnaire"
Female,Other Christian, No, No,Labour,5,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,British not (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Non-Christian, No, No,,5,Schedule not applicable,"Reduce taxes and spend less on health, education and soc",No,Don’t know,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Other,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England, No,Yes,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,4,4,4,2,2,1,4,4,2,1,4,4,2,2,2,Equally (English/Scottish/Welsh) and British,Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Liberal Democrat,2,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,4,4,4,2,3,3,2,2,4,2,5,4,4,3,4,Other,Quite dissatisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Church of England,Yes,Item not applicable,Conservative,4,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,2,3,2,2,3,2,2,2,3,1,2,2,2,2,not British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian, No,Yes,Conservative,5,Health,Keep taxes and spending on these services at the same level,No,Neither,1,1,4,3,3,4,2,2,4,3,1,2,2,1,1,More British than (English/Scottish/Welsh),Quite dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,,5,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,Neither,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,not British,Quite satisfied,Don’t know,No,Leave the European Union,"skip, didnt return SC questionnaire"
Male,Other Christian, No, No,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,4,3,2,2,3,5,4,4,3,4,4,3,2,3,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No, No,Scottish National Party,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,1,2,2,2,2,2,2,4,3,4,3,2,not British,Neither satisfied nor dissatisfied,Don’t know,Yes,Remain a member of the European Union,Remain a member of the European Union 
Male,No religion, No, No,Don’t know,3,Education,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,2,3,2,3,4,3,3,3,2,2,3,5,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England, No, No,,3,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,More British than (English/Scottish/Welsh),Very satisfied,to leave things as they are,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Roman Catholic, No, No,,3,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,1,2,2,2,2,2,2,2,4,2,1,2,2,1,2,Equally (English/Scottish/Welsh) and British,Very dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Conservative,1,Police and prisons,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,3,2,2,1,2,1,1,1,1,3,1,1,Equally (English/Scottish/Welsh) and British,Very dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian, No, No,,5,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,3,4,3,2,3,1,2,2,1,2,1,1,1,1,1,not British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,4,4,4,3,3,4,4,3,4,5,2,2,9,9,Equally (English/Scottish/Welsh) and British,Quite satisfied,to leave the European Union,Yes,Leave the European Union,Leave the European Union 
Female,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,3,2,2,4,5,2,2,2,3,2,1,2,1,1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Leave the European Union,Leave the European Union 
Male,No religion,Yes,Item not applicable,Conservative,2,Schedule not applicable,Schedule not applicable,No,Schedule not applicable,3,3,3,3,2,4,3,3,3,3,2,3,2,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,2,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Other answer ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No, No,Labour,5,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,2,2,3,3,3,3,2,1,2,3,1,4,2,2,2,More British than (English/Scottish/Welsh),Quite dissatisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Roman Catholic,Yes,Item not applicable,Conservative,1,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,3,1,2,3,2,3,2,2,3,2,1,2,1,2,1,More British than (English/Scottish/Welsh),Very satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,No religion, No,Yes,Green Party,1,Schedule not applicable,Keep taxes and spending on these services at the same level,No,Other answer ,3,3,3,2,2,2,2,2,1,3,5,4,3,2,2,Other,Very dissatisfied,to stay in the EU and try to increase the EUs powers,No,Remain a member of the European Union,"skip, didnt return SC questionnaire"
Male,No religion, No, No,,5,Health,Keep taxes and spending on these services at the same level,No,Other answer ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,British not (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,Other Christian,Yes,Item not applicable,Labour,2,Schedule not applicable,Schedule not applicable,Yes,Schedule not applicable,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Other Christian,Yes,Item not applicable,Conservative,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause,3,3,3,3,2,3,2,2,3,3,2,3,2,3,2,More (English/Scottish/Welsh) than British,Quite satisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Male,No religion, No,Yes,Conservative,5,Health,"Increase tax and spend more on health, education and social benefits",No,Neither,3,3,2,2,2,3,2,3,1,3,1,3,3,2,2,British not (English/Scottish/Welsh),Neither satisfied nor dissatisfied,to leave the European Union,Schedule not applicable,Schedule not applicable,Schedule not applicable
Female,Church of England,Yes,Item not applicable,Conservative,1,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,4,2,4,5,4,5,4,5,3,2,2,3,More British than (English/Scottish/Welsh),Quite satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Remain a member of the European Union 
Female,No religion, No,Yes,Conservative,2,Schedule not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,4,2,3,2,5,3,2,2,2,3,2,4,1,1,Equally (English/Scottish/Welsh) and British,Quite satisfied,to stay in the EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,Leave the European Union 
