Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,NatIdGB,tradvals,stifsent,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,censor,wronglaw
Female,Roman Catholic,Yes,Item not applicable,Labour,3,Item not applicable,Don’t know,Yes,benefits for unemployed people are too high and disc,3,3,3,2,3,2,1,1,3,2,More British than (English/Scottish/Welsh),3,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,No,Remain a member of the European Union,4,4,4,4,3,4
Female,No religion,Yes,Item not applicable,Labour,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,2,2,2,1,3,1,Equally (English/Scottish/Welsh) and British,3,3,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,3
Male,No religion,Yes,Item not applicable,Labour,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,5,1,1,1,1,1,1,1,British not (English/Scottish/Welsh),5,5,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,5,5
Male,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,3,2,3,4,5,4,4,4,4,More (English/Scottish/Welsh) than British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,2,4,2
Female,Other Christian, No,Yes,Labour,4,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,2,1,3,2,2,3,1,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,3,3,2
Male,No religion, No, No,Conservative,4,Roads,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,2,3,2,2,2,2,2,4,2,British not (English/Scottish/Welsh),1,1,Very satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,1,5,2
Female,No religion, No, No,Liberal Democrat,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,3,4,4,2,2,2,2,2,3,2,Equally (English/Scottish/Welsh) and British,4,2,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,4,4,4,5,2,4
Female,No religion, No,Yes,Labour,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,3,5,1,1,2,3,3,4,3,Equally (English/Scottish/Welsh) and British,3,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,2
Male,No religion, No,Yes,Liberal Democrat,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,3,2,1,2,2,3,3,3,British not (English/Scottish/Welsh),4,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,3,2
Male,Other Christian, No, No,Conservative,3,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,2,2,2,1,1,4,2,2,British not (English/Scottish/Welsh),1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,3,4,4,1,2,4
Female,Church of England,Refusal,Yes,Refusal,3,Item not applicable,Refusal,No,benefits for unemployed people are too high and disc,2,2,3,2,3,3,2,2,2,2,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,5,5,5,1,2,3
Male,No religion,Yes,Item not applicable,Liberal Democrat,4,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,4,3,3,5,5,1,5,1,1,Equally (English/Scottish/Welsh) and British,2,1,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",1,1,2,4,2,2
Female,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,2,4,3,3,4,3,4,3,4,Equally (English/Scottish/Welsh) and British,2,2,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,4,4,4,3,3
Female,No religion, No, No,Don’t know,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,3,3,2,3,2,2,2,British not (English/Scottish/Welsh),2,1,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,2,3,3
Female,Roman Catholic,Yes,Item not applicable,Liberal Democrat,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,3,2,3,2,4,1,2,2,1,Equally (English/Scottish/Welsh) and British,2,1,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,5,5,5
Female,Church of England,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,2,2,2,2,2,2,2,2,not British,1,1,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,1,1,4
Male,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,2,4,3,4,2,not British,2,2,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,1,2,3
Female,Other Christian,Yes,Item not applicable,Conservative,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,3,2,3,2,4,4,3,3,3,More (English/Scottish/Welsh) than British,2,2,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,3,2,2
Female,Roman Catholic, No,Yes,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,2,3,3,2,1,2,1,3,1,2,More (English/Scottish/Welsh) than British,2,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,3,5,5,3,2,2
Male,No religion, No,Yes,Scottish National Party,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,1,1,2,2,2,not British,4,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,5,4
Male,Roman Catholic,Yes,Item not applicable,Conservative,2,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,1,1,3,2,2,4,2,British not (English/Scottish/Welsh),4,2,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,2,2
Female,Roman Catholic,Yes,Item not applicable,Conservative,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,1,2,3,2,4,1,British not (English/Scottish/Welsh),3,3,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,2,3
Female,No religion, No,Refusal,Item not applicable,5,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,3,1,1,3,3,1,4,3,More (English/Scottish/Welsh) than British,4,9,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,9,2,4
Female,Church of England, No,Yes,Liberal Democrat,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,2,2,2,1,2,2,1,Equally (English/Scottish/Welsh) and British,2,3,Very satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,3,4,4
Male,Roman Catholic,Yes,Item not applicable,Conservative,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,Don’t know,3,3,3,2,2,3,3,4,4,3,Equally (English/Scottish/Welsh) and British,4,3,Neither satisfied nor dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,4
Female,Church of England,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,2,4,4,2,4,4,4,3,4,More (English/Scottish/Welsh) than British,2,2,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,4,4,3,2,4
Male,No religion, No,Yes,Labour,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,1,2,2,3,3,4,3,3,1,3,Equally (English/Scottish/Welsh) and British,1,1,Item not applicable,Be outside EU,Yes,Leave the European Union,5,5,5,2,1,2
Female,No religion, No, No,none ,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,"BOTH: UNEMPLOYMENT BENEFIT CAUSES HARDSHIP TO SOME, WHILE OT",4,3,2,2,3,2,4,4,5,2,not British,4,4,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",5,5,5,5,3,3
Female,Roman Catholic,Yes,Item not applicable,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,Neither,3,4,4,2,2,2,3,2,4,3,British not (English/Scottish/Welsh),4,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",4,5,5,5,2,2
Male,Church of England, No, No,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,5,2,1,1,4,4,4,2,More British than (English/Scottish/Welsh),4,4,Item not applicable,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,-1,-1,-1,5,4,5
Female,Other Christian, No,Yes,Labour,1,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,2,2,3,2,More British than (English/Scottish/Welsh),5,5,Item not applicable,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,5,5,4,5,4,5
Female,Church of England,Yes,Item not applicable,Conservative,4,Item not applicable,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,4,3,2,3,2,2,4,4,4,3,Equally (English/Scottish/Welsh) and British,3,3,Item not applicable,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,2,2
Female,Church of England,Yes,Item not applicable,Conservative,4,Item not applicable,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,3,2,3,2,5,3,2,3,2,not British,2,1,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,5,1,2
Male,Other Christian,Yes,Item not applicable,Conservative,3,Item not applicable,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,4,2,1,4,4,4,4,4,Equally (English/Scottish/Welsh) and British,4,3,Item not applicable,Be outside EU,Yes,Leave the European Union,-1,-1,-1,5,1,2
Male,Other Christian, No, No,none ,2,Item not applicable,Keep taxes and spending on these services at the same level,Yes,Other answer ,3,3,4,3,4,3,2,2,3,3,not British,3,3,Item not applicable,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,3,4,4,2,4,4
Male,No religion, No,Yes,Liberal Democrat,1,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,2,3,3,2,3,2,2,3,4,4,Other,4,3,Quite satisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,5,4,2
Female,Church of England,Yes,Item not applicable,Conservative,3,Help for industry,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,2,3,3,3,4,4,4,4,4,Equally (English/Scottish/Welsh) and British,3,3,Quite dissatisfied,Item not applicable,"skip, didnt return SC questionnaire","skip, didnt return SC questionnaire",-1,-1,-1,4,4,2
