Rsex,ReligSum,SupParty,ClosePty,PartyIDN,Politics,Spend1,TaxSpend,AnyBN3,Dole,dolefidl,sochelp,welfhelp,damlives,proudwlf,redistrb,richlaw,wealth,Indust4,BigBusnn,tradvals,stifsent,NatIdGB,NHSSat,ECPolicy2,EURefV2,EURefb,CovWk1,CovWk2,CovWk3,deathapp,wronglaw,censor
Male,Church of England,Yes,Item not applicable,Conservative,1,Housing,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,4,3,2,2,2,2,3,3,3,2,1,More (English/Scottish/Welsh) than British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,1,2,4
Female,Other Christian,Yes,Item not applicable,Conservative,2,Public transport,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,2,2,3,2,4,4,3,3,2,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,2,3
Female,No religion, No, No,Conservative,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,3,2,3,2,1,2,3,2,2,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be outside EU,Yes,Leave the European Union,3,3,2,2,3,2
Female,No religion,Yes,Item not applicable,Conservative,2,Housing,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,3,3,2,2,2,2,3,2,3,3,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,2,2,2
Female,No religion, No,Yes,Green Party,3,Education,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,2,3,4,2,2,2,2,4,3,Other,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,4,3,4,5,4,5
Male,Don’t know,Yes,Item not applicable,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,4,2,5,4,3,3,4,3,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,4,4,4,2,1,2
Female,Other Christian, No, No,Liberal Democrat,4,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,3,2,2,2,2,3,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be outside EU,Yes,Prefer not to say,-1,-1,-1,4,2,2
Female,No religion,Yes,Item not applicable,Labour,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,3,3,2,3,3,3,3,3,3,4,3,More (English/Scottish/Welsh) than British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Prefer not to say ,Remain a member of the European Union,-1,-1,-1,4,4,3
Female,No religion, No,Yes,Green Party,4,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,4,4,3,2,3,1,1,2,2,2,3,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to work for the formation of a single European government,Prefer not to say ,Remain a member of the European Union,-1,-1,-1,4,4,4
Male,Other Christian,Yes,Item not applicable,Conservative,2,Defence,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,3,3,2,3,2,2,3,2,3,2,3,2,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,3,3,1
Male,Other Christian,Yes,Item not applicable,Conservative,2,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,3,2,3,3,1,4,3,3,2,3,1,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,4,3,3
Female,No religion, No, No,Liberal Democrat,2,Education,Keep taxes and spending on these services at the same level,Yes,Neither,3,3,4,3,2,4,2,2,3,2,2,4,not British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Leave the European Union,-1,-1,-1,4,2,3
Male,No religion, No, No,none ,1,Defence,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,1,3,4,4,2,1,1,4,2,3,1,Equally (English/Scottish/Welsh) and British,Very dissatisfied,Be outside EU,No,Leave the European Union,4,4,4,1,2,2
Female,Church of England,Yes,Item not applicable,Conservative,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,4,3,2,1,2,2,1,2,1,Equally (English/Scottish/Welsh) and British,Very dissatisfied,Be outside EU,Yes,Leave the European Union,4,2,2,2,2,3
Male,No religion, No,Yes,Conservative,2,Education,"Increase tax and spend more on health, education and social benefits",Yes,Neither,3,3,3,3,2,3,2,3,3,3,3,2,More (English/Scottish/Welsh) than British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,4,3,2
Male,No religion, No,Yes,Labour,2,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,4,4,4,1,2,1,1,1,1,1,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be part in the EU and try to increase EU powers,Yes,I would not vote ,-1,-1,-1,5,3,4
Male,No religion, No,Yes,Liberal Democrat,4,Roads,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,4,2,2,2,4,1,1,1,1,2,4,2,More (English/Scottish/Welsh) than British,Very satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,5,5,5,3,2,4
Female,Other Christian, No,Yes,Liberal Democrat,1,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,2,1,5,3,Equally (English/Scottish/Welsh) and British,Very satisfied,Be part in the EU and try to increase EU powers,Yes,Remain a member of the European Union,4,4,4,5,5,5
Female,Roman Catholic, No,Yes,Conservative,3,Public transport,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,4,2,4,4,2,2,1,3,2,2,2,British not (English/Scottish/Welsh),Quite dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,3,4,4,4,3,2
Male,No religion, No, No,Green Party,3,Education,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,4,4,4,2,3,2,2,2,2,2,3,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,to work for the formation of a single European government,Yes,Remain a member of the European Union,1,5,5,5,2,3
Female,Other Christian, No, No,Green Party,3,Health,"Increase tax and spend more on health, education and social benefits",No,Don’t know,4,4,3,2,2,3,1,2,3,2,4,3,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,5,3,2
Male,Non-Christian, No,Yes,Liberal Democrat,1,Don’t know,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,2,3,2,4,5,4,4,2,2,2,2,British not (English/Scottish/Welsh),Very dissatisfied,to work for the formation of a single European government,Yes,Remain a member of the European Union,-1,-1,-1,3,3,1
Female,No religion, No,Yes,Liberal Democrat,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too high and disc,2,3,3,3,2,4,2,2,1,1,3,3,More British than (English/Scottish/Welsh),Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,4,4,1
Female,Other Christian, No, No,Green Party,4,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too high and disc,2,2,2,3,3,2,2,3,2,2,2,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,1,5,3,5,2,1
Male,Non-Christian,Yes,Item not applicable,Labour,3,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,3,5,4,2,2,2,2,2,3,2,3,3,Don’t know,Quite dissatisfied,Refusal,Yes,Remain a member of the European Union,4,4,4,2,5,4
Female,Non-Christian,Yes,Item not applicable,Labour,2,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,4,4,2,2,2,5,4,2,2,5,4,British not (English/Scottish/Welsh),Very satisfied,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,4,4,4,4,4,2
Female,Other Christian, No, No,Conservative,4,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,2,2,3,2,3,1,1,1,1,1,2,2,More British than (English/Scottish/Welsh),Quite dissatisfied,Be outside EU,Don t remember,Dont know,4,5,5,2,3,1
Female,Other Christian, No, No,Labour,4,Education,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,2,2,4,3,2,2,3,2,2,2,Equally (English/Scottish/Welsh) and British,Quite satisfied,to work for the formation of a single European government,Yes,Remain a member of the European Union,5,5,5,3,3,2
Female,Church of England, No,Yes,Labour,4,Health,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,2,3,3,3,3,2,2,2,2,2,3,2,not British,Quite dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,4,4,4,2,2,2
Male,Refusal, No,Yes,Conservative,3,Education,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too high and disc,3,3,3,4,3,3,5,3,3,3,2,3,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Be outside EU,Yes,Prefer not to say,4,4,4,1,3,3
Male,Other Christian, No,Yes,Conservative,3,Defence,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,4,4,3,2,2,2,2,3,3,3,2,2,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,5,5
Female,Church of England,Yes,Item not applicable,Conservative,3,Health,Keep taxes and spending on these services at the same level,Yes,benefits for unemployed people are too low and cause hardship,3,4,4,2,2,3,2,2,2,2,2,3,British not (English/Scottish/Welsh),Quite dissatisfied,Be outside EU,Yes,Leave the European Union,-1,-1,-1,2,2,2
Female,No religion,Yes,Item not applicable,Labour,3,Health,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,3,4,2,4,3,2,1,2,1,1,3,3,More British than (English/Scottish/Welsh),Neither satisfied nor dissatisfied,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,4,4,4,4,3,3
Female,Other Christian, No,Yes,Labour,3,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,4,3,1,1,2,1,2,4,2,3,2,not British,Neither satisfied nor dissatisfied,Be part of EU EU and try to reduce the EUs powers,Yes,Remain a member of the European Union,-1,-1,-1,2,2,3
Female,No religion, No, No,none ,4,Housing,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,2,2,4,3,3,1,1,2,3,3,3,1,Equally (English/Scottish/Welsh) and British,Neither satisfied nor dissatisfied,Don’t know,Don t remember,Dont know,5,1,4,1,3,3
Female,No religion, No,Yes,Green Party,2,Public transport,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,4,5,1,1,1,1,1,3,1,4,4,More British than (English/Scottish/Welsh),Quite satisfied,Be part in the EU and try to increase EU powers,Yes,Remain a member of the European Union,-1,-1,-1,5,5,4
Male,No religion,Yes,Item not applicable,Labour,1,Public transport,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,5,5,5,1,1,1,1,1,1,1,5,5,Equally (English/Scottish/Welsh) and British,Quite satisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,3,4,4,5,5,5
Male,Roman Catholic, No,Yes,none ,3,Police and prisons,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too high and disc,3,3,3,3,3,3,2,2,2,3,3,2,Other,Quite dissatisfied,Be part of the EU and keep EU powers as they are,Prefer not to say ,Remain a member of the European Union,2,4,3,4,3,3
Female,No religion, No,Yes,Green Party,2,Health,"Increase tax and spend more on health, education and social benefits",Yes,benefits for unemployed people are too low and cause hardship,3,3,3,3,2,1,3,2,2,2,3,3,not British,Neither satisfied nor dissatisfied,Be part of the EU and keep EU powers as they are,Yes,Remain a member of the European Union,3,3,3,5,3,3
Male,No religion,Yes,Item not applicable,Labour,1,Housing,"Increase tax and spend more on health, education and social benefits",No,benefits for unemployed people are too low and cause hardship,5,5,4,1,1,1,1,1,3,1,4,4,Other,Quite dissatisfied,Be part in the EU and try to increase EU powers,Yes,Remain a member of the European Union,-1,-1,-1,5,5,4
Female,Church of England, No,Yes,Labour,4,Public transport,Keep taxes and spending on these services at the same level,No,benefits for unemployed people are too low and cause hardship,4,4,3,2,3,2,3,2,2,2,3,3,Equally (English/Scottish/Welsh) and British,Quite dissatisfied,Don’t know,Yes,Remain a member of the European Union,4,4,2,4,2,2
Male,No religion, No, No,none ,5,Roads,"Reduce taxes and spend less on health, education and soc",No,benefits for unemployed people are too high and disc,2,3,1,4,5,5,2,2,2,3,1,1,not British,Very dissatisfied,Be part of EU EU and try to reduce the EUs powers,No,I would not vote ,5,2,2,1,2,2
